F,VENUE,TEAMS,DATE,Win,Road PTS,Home PTS,1Q,2Q,3Q,4Q,OT1,OT2,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,AST,PF,STL,TO,BLK,PTS,POSS,PACE,OEFF,DEFF,TEAM REST DAYS,DATASET
86,Home,Las Vegas,5/17/2022,1,74,86,21,18,30,17,,,200,29,62,9,23,19,26,3,26,29,19,20,6,9,3,86,79.44,79.44,108.257804632,94.147582697,3+,WNBA 2022 Regular Season
74,Road,Phoenix,5/17/2022,0,74,86,29,14,12,19,,,200,26,60,8,25,14,15,3,28,31,19,25,4,15,2,74,78.6,78.6,94.147582697,108.257804632,2,WNBA 2022 Regular Season
65,Home,New York,5/17/2022,0,92,65,15,17,13,20,,,200,22,52,7,22,14,18,5,23,28,13,22,9,29,2,65,83.92,83.92,77.45471878,106.580166821,1,WNBA 2022 Regular Season
92,Road,Connecticut,5/17/2022,1,92,65,18,33,20,21,,,200,30,62,7,15,25,28,5,21,26,16,21,16,17,2,92,86.32,86.32,106.580166821,77.45471878,2,WNBA 2022 Regular Season
74,Home,Seattle,5/18/2022,1,71,74,23,23,12,16,,,200,29,70,8,28,8,14,12,23,35,26,14,10,16,3,74,80.16,80.16,92.315369261,92.112091334,3+,WNBA 2022 Regular Season
71,Road,Chicago,5/18/2022,0,71,74,22,12,15,22,,,200,30,65,6,17,5,7,8,22,30,26,15,7,17,1,71,77.08,77.08,92.112091334,92.315369261,3+,WNBA 2022 Regular Season
93,Home,Las Vegas,5/19/2022,1,87,93,26,28,16,23,,,200,31,67,9,27,22,29,10,23,33,22,15,8,10,1,93,79.76,79.76,116.599799398,109.186746988,1,WNBA 2022 Commissioner’s Cup
87,Road,Minnesota,5/19/2022,0,87,93,25,18,23,21,,,200,31,68,6,21,19,22,8,28,36,21,21,5,10,5,87,79.68,79.68,109.186746988,116.599799398,1,WNBA 2022 Commissioner’s Cup
84,Home,Phoenix,5/19/2022,0,94,84,20,21,18,25,,,200,29,73,5,24,21,23,7,26,33,14,18,3,4,3,84,80.12,80.12,104.842735896,115.365733922,1,WNBA 2022 Commissioner’s Cup
94,Road,Dallas,5/19/2022,1,94,84,26,18,20,30,,,200,34,72,11,25,15,17,7,31,38,25,20,3,9,8,94,81.48,81.48,115.365733922,104.842735896,1,WNBA 2022 Commissioner’s Cup
73,Home,Atlanta,5/20/2022,0,78,73,25,19,14,15,,,200,27,66,8,24,11,14,8,18,26,16,26,9,14,1,73,78.16,78.16,93.398157625,97.9407333,2,WNBA 2022 Commissioner’s Cup
78,Road,Washington,5/20/2022,1,78,73,27,17,10,24,,,200,25,55,3,18,25,31,6,27,33,19,18,9,17,3,78,79.64,79.64,97.9407333,93.398157625,2,WNBA 2022 Commissioner’s Cup
94,Home,Connecticut,5/20/2022,1,85,94,16,21,26,31,,,200,31,71,11,19,21,29,11,20,31,19,18,11,15,2,94,87.76,87.76,107.11030082,100.330500472,2,WNBA 2022 Commissioner’s Cup
85,Road,Indiana,5/20/2022,0,85,94,19,16,16,34,,,200,34,63,6,15,11,13,3,22,25,14,27,7,19,2,85,84.72,84.72,100.330500472,107.11030082,2,WNBA 2022 Commissioner’s Cup
83,Home,Seattle,5/20/2022,1,80,83,29,22,16,16,,,200,29,69,8,28,17,21,8,24,32,27,18,9,10,3,83,80.24,80.24,103.439680957,101.936799185,1,WNBA 2022 Commissioner’s Cup
80,Road,Los Angeles,5/20/2022,0,80,83,16,25,17,22,,,200,32,61,3,14,13,17,5,26,31,16,21,6,15,7,80,78.48,78.48,101.936799185,103.439680957,2,WNBA 2022 Commissioner’s Cup
94,Home,Dallas,5/21/2022,1,78,94,22,21,36,15,,,200,34,73,9,27,17,20,15,24,39,20,26,7,15,5,94,81.8,81.8,114.914425428,96.82224429,1,WNBA 2022 Commissioner’s Cup
78,Road,Minnesota,5/21/2022,0,78,94,27,18,19,14,,,200,27,61,5,11,19,24,4,20,24,20,14,7,13,7,78,80.56,80.56,96.82224429,114.914425428,1,WNBA 2022 Commissioner’s Cup
100,Home,Las Vegas,5/21/2022,1,80,100,22,22,38,18,,,200,34,71,9,27,23,30,10,26,36,18,22,10,9,5,100,83.2,83.2,120.192307692,95.465393795,1,WNBA 2022 Regular Season
80,Road,Phoenix,5/21/2022,0,80,100,25,17,18,20,,,200,29,70,9,29,13,20,10,23,33,16,25,3,15,6,80,83.8,83.8,95.465393795,120.192307692,1,WNBA 2022 Regular Season
70,Home,Indiana,5/22/2022,0,92,70,15,26,14,15,,,200,22,63,3,17,23,27,12,17,29,16,24,6,13,1,70,75.88,75.88,92.250922509,118.251928021,1,WNBA 2022 Commissioner’s Cup
92,Road,Connecticut,5/22/2022,1,92,70,26,28,19,19,,,200,35,68,6,13,16,20,11,22,33,23,25,7,12,2,92,77.8,77.8,118.251928021,92.250922509,1,WNBA 2022 Commissioner’s Cup
73,Home,Washington,5/22/2022,0,82,73,18,24,13,18,,,200,27,72,9,21,10,11,8,21,29,21,12,10,12,4,73,80.84,80.84,90.301830777,104.752171691,1,WNBA 2022 Commissioner’s Cup
82,Road,Chicago,5/22/2022,1,82,73,22,16,23,21,,,200,34,63,5,20,9,12,5,32,37,23,16,8,15,4,82,78.28,78.28,104.752171691,90.301830777,3+,WNBA 2022 Commissioner’s Cup
104,Home,Las Vegas,5/23/2022,1,76,104,39,18,28,19,,,200,36,71,18,38,14,16,4,38,42,27,15,2,7,2,104,81.04,81.04,128.331688055,94.810379242,1,WNBA 2022 Commissioner’s Cup
76,Road,Los Angeles,5/23/2022,0,76,104,19,17,20,20,,,200,30,75,5,23,11,14,6,26,32,17,16,3,5,5,76,80.16,80.16,94.810379242,128.331688055,2,WNBA 2022 Commissioner’s Cup
95,Home,Chicago,5/24/2022,1,90,95,28,14,28,25,,,200,31,65,6,15,27,35,11,27,38,23,18,10,16,6,95,85.4,85.4,111.241217799,98.988121425,1,WNBA 2022 Commissioner’s Cup
90,Road,Indiana,5/24/2022,0,90,95,22,27,16,25,,,200,34,82,9,20,13,18,15,25,40,21,25,10,16,7,90,90.92,90.92,98.988121425,111.241217799,1,WNBA 2022 Commissioner’s Cup
77,Home,Connecticut,5/24/2022,0,85,77,18,21,20,18,,,200,27,68,3,13,20,24,11,22,33,24,19,3,10,3,77,77.56,77.56,99.277978339,111.024033438,1,WNBA 2022 Regular Season
85,Road,Dallas,5/24/2022,1,85,77,14,13,31,27,,,200,28,70,7,22,22,24,13,24,37,17,24,3,9,5,85,76.56,76.56,111.024033438,99.277978339,2,WNBA 2022 Regular Season
84,Home,Minnesota,5/24/2022,1,78,84,34,11,18,21,,,200,26,70,5,14,27,33,12,33,45,17,16,7,10,3,84,82.52,82.52,101.793504605,94.066570188,2,WNBA 2022 Regular Season
78,Road,New York,5/24/2022,0,78,84,23,19,23,13,,,200,28,71,9,32,13,18,9,30,39,24,20,4,13,6,78,82.92,82.92,94.066570188,101.793504605,3+,WNBA 2022 Regular Season
70,Home,Washington,5/24/2022,1,50,70,21,13,20,16,,,200,26,60,7,22,11,15,6,24,30,19,17,11,13,7,70,73.6,73.6,95.108695652,68.008705114,1,WNBA 2022 Commissioner’s Cup
50,Road,Atlanta,5/24/2022,0,50,70,13,12,8,17,,,200,20,56,4,21,6,8,9,27,36,12,18,8,23,4,50,73.52,73.52,68.008705114,95.108695652,3+,WNBA 2022 Commissioner’s Cup
99,Home,Los Angeles,5/25/2022,1,94,99,22,34,24,19,,,200,39,66,8,11,13,17,5,19,24,24,15,10,14,4,99,82.48,82.48,120.029097963,115.877712032,1,WNBA 2022 Commissioner’s Cup
94,Road,Phoenix,5/25/2022,0,94,99,22,23,25,24,,,200,34,60,7,20,19,23,7,19,26,21,17,10,18,5,94,81.12,81.12,115.877712032,120.029097963,3+,WNBA 2022 Commissioner’s Cup
99,Home,Connecticut,5/26/2022,1,68,99,24,23,23,29,,,200,34,70,6,21,25,27,16,26,42,24,13,12,13,2,99,78.88,78.88,125.507099391,85.771947528,1,WNBA 2022 Regular Season
68,Road,Dallas,5/26/2022,0,68,99,17,18,17,16,,,200,24,65,10,30,10,12,10,18,28,16,20,7,19,1,68,79.28,79.28,85.771947528,125.507099391,1,WNBA 2022 Regular Season
101,Home,Indiana,5/27/2022,1,96,101,26,29,27,19,,,200,32,70,11,21,26,29,10,24,34,23,24,8,13,7,101,85.76,85.76,117.770522388,113.85199241,2,WNBA 2022 Regular Season
96,Road,Los Angeles,5/27/2022,0,96,101,22,25,24,25,,,200,35,71,7,14,19,28,12,23,35,24,20,8,13,5,96,84.32,84.32,113.85199241,117.770522388,1,WNBA 2022 Regular Season
79,Home,Seattle,5/27/2022,1,71,79,17,17,18,15,12,,225,25,72,7,24,22,27,9,29,38,16,15,13,11,5,79,85.88,76.337777778,91.988821612,85.377585378,3+,WNBA 2022 Regular Season
71,Road,New York,5/27/2022,0,71,79,14,10,27,16,4,,225,24,71,9,32,14,14,15,35,50,19,27,5,21,6,71,83.16,73.92,85.377585378,91.988821612,2,WNBA 2022 Regular Season
76,Home,Chicago,5/28/2022,0,83,76,23,15,15,23,,,200,28,81,5,31,15,17,12,38,50,16,20,4,10,10,76,86.48,86.48,87.881591119,95.270890725,3+,WNBA 2022 Regular Season
83,Road,Las Vegas,5/28/2022,1,83,76,22,29,15,17,,,200,31,84,4,20,17,23,14,36,50,20,13,6,7,5,83,87.12,87.12,95.270890725,87.881591119,3+,WNBA 2022 Regular Season
79,Home,Connecticut,5/28/2022,1,71,79,21,20,16,22,,,200,28,57,7,15,16,19,10,31,41,20,17,5,18,4,79,73.36,73.36,107.688113413,93.61814346,1,WNBA 2022 Commissioner’s Cup
71,Road,Washington,5/28/2022,0,71,79,23,14,17,17,,,200,28,70,8,26,7,11,7,12,19,20,21,11,8,2,71,75.84,75.84,93.61814346,107.688113413,3+,WNBA 2022 Commissioner’s Cup
81,Home,Atlanta,5/29/2022,1,54,81,27,23,11,20,,,200,34,70,9,24,4,6,10,37,47,25,19,9,23,2,81,85.64,85.64,94.581971042,66.46971935,3+,WNBA 2022 Regular Season
54,Road,Phoenix,5/29/2022,0,54,81,15,8,14,17,,,200,18,68,3,19,15,21,10,19,29,9,15,13,14,7,54,81.24,81.24,66.46971935,94.581971042,3+,WNBA 2022 Regular Season
83,Home,Minnesota,5/29/2022,0,85,83,11,23,24,25,,,200,22,52,4,17,35,43,6,19,25,12,21,8,13,5,83,77.92,77.92,106.519507187,109.142270159,3+,WNBA 2022 Commissioner’s Cup
85,Road,Los Angeles,5/29/2022,1,85,83,24,21,16,24,,,200,29,56,5,14,22,27,5,20,25,18,25,7,15,3,85,77.88,77.88,109.142270159,106.519507187,1,WNBA 2022 Commissioner’s Cup
92,Home,Seattle,5/29/2022,1,61,92,23,26,17,26,,,200,36,73,13,24,7,7,9,31,40,24,15,13,11,3,92,78.08,78.08,117.827868852,76.402805611,1,WNBA 2022 Regular Season
61,Road,New York,5/29/2022,0,61,92,15,8,22,16,,,200,22,65,7,27,10,11,7,25,32,20,10,8,17,3,61,79.84,79.84,76.402805611,117.827868852,1,WNBA 2022 Regular Season
73,Home,Chicago,5/31/2022,1,70,73,20,15,16,22,,,200,27,66,5,19,14,17,6,35,41,18,15,6,13,3,73,80.48,80.48,90.705765408,88.787417555,2,WNBA 2022 Regular Season
70,Road,Phoenix,5/31/2022,0,70,73,10,18,31,11,,,200,28,70,8,25,6,11,6,26,32,21,16,4,10,7,70,78.84,78.84,88.787417555,90.705765408,1,WNBA 2022 Regular Season
75,Home,Indiana,5/31/2022,0,87,75,23,23,13,16,,,200,30,74,9,22,6,9,10,22,32,20,16,6,13,5,75,80.96,80.96,92.638339921,107.354392892,3+,WNBA 2022 Commissioner’s Cup
87,Road,Washington,5/31/2022,1,87,75,22,16,24,25,,,200,33,72,8,24,13,16,13,31,44,24,7,6,15,9,87,81.04,81.04,107.354392892,92.638339921,2,WNBA 2022 Commissioner’s Cup
93,Home,Los Angeles,5/31/2022,1,91,93,28,24,21,20,,,200,36,56,3,8,18,25,2,27,29,23,20,7,15,4,93,80,80,116.25,112.79127417,1,WNBA 2022 Commissioner’s Cup
91,Road,Dallas,5/31/2022,0,91,93,15,25,25,26,,,200,33,74,11,27,14,22,12,23,35,17,24,10,9,0,91,80.68,80.68,112.79127417,116.25,3+,WNBA 2022 Commissioner’s Cup
89,Home,Las Vegas,5/31/2022,1,81,89,23,27,22,17,,,200,33,73,6,25,17,20,6,32,38,20,14,9,14,4,89,89.8,89.8,99.109131403,92.804766269,2,WNBA 2022 Regular Season
81,Road,Connecticut,5/31/2022,0,81,89,21,21,19,20,,,200,34,78,6,22,7,12,10,27,37,18,17,7,14,3,81,87.28,87.28,92.804766269,99.109131403,2,WNBA 2022 Regular Season
84,Home,Atlanta,6/1/2022,1,76,84,26,17,24,17,,,200,33,77,12,28,6,12,7,23,30,21,19,17,13,4,84,88.28,88.28,95.15178976,88.578088578,2,WNBA 2022 Regular Season
76,Road,Minnesota,6/1/2022,0,76,84,17,20,23,16,,,200,27,60,7,21,15,20,7,32,39,16,17,6,24,2,76,85.8,85.8,88.578088578,95.15178976,2,WNBA 2022 Regular Season
87,Home,New York,6/1/2022,1,74,87,23,17,25,22,,,200,28,62,11,33,20,24,8,31,39,18,16,2,12,9,87,76.56,76.56,113.636363636,92.964824121,2,WNBA 2022 Regular Season
74,Road,Indiana,6/1/2022,0,74,87,14,33,19,8,,,200,25,76,9,26,15,15,11,22,33,18,18,6,8,4,74,79.6,79.6,92.964824121,113.636363636,B2B,WNBA 2022 Regular Season
90,Home,Las Vegas,6/2/2022,0,97,90,22,28,22,18,,,200,32,66,10,25,16,22,3,28,31,20,19,5,13,4,90,85.68,85.68,105.042016807,116.362763916,1,WNBA 2022 Regular Season
97,Road,Connecticut,6/2/2022,1,97,90,37,16,25,19,,,200,36,72,9,21,16,19,6,31,37,23,19,7,9,1,97,83.36,83.36,116.362763916,105.042016807,1,WNBA 2022 Regular Season
65,Home,Atlanta,6/3/2022,0,73,65,12,19,25,9,,,200,26,75,6,23,7,8,9,25,34,15,18,5,12,5,65,81.52,81.52,79.735034347,90.346534653,1,WNBA 2022 Commissioner’s Cup
73,Road,Chicago,6/3/2022,1,73,65,26,13,19,15,,,200,26,61,5,19,16,20,5,30,35,19,14,4,16,9,73,80.8,80.8,90.346534653,79.735034347,2,WNBA 2022 Commissioner’s Cup
88,Home,Phoenix,6/3/2022,0,92,88,22,23,23,20,,,200,28,62,10,31,22,23,4,19,23,22,27,13,20,3,88,88.12,88.12,99.863822061,109.263657957,2,WNBA 2022 Regular Season
92,Road,Connecticut,6/3/2022,1,92,88,20,22,26,24,,,200,28,59,9,21,27,30,9,26,35,21,21,10,21,3,92,84.2,84.2,109.263657957,99.863822061,3IN4-B2B,WNBA 2022 Regular Season
51,Home,Seattle,6/3/2022,0,68,51,13,14,12,12,,,200,20,63,5,29,6,8,8,23,31,17,16,6,16,7,51,74.52,74.52,68.438003221,88.495575221,3+,WNBA 2022 Commissioner’s Cup
68,Road,Dallas,6/3/2022,1,68,51,21,10,20,17,,,200,26,66,9,27,7,11,11,31,42,18,14,9,17,2,68,76.84,76.84,88.495575221,68.438003221,2,WNBA 2022 Commissioner’s Cup
70,Home,Washington,6/3/2022,0,74,70,13,15,19,23,,,200,28,70,5,21,9,14,11,28,39,16,15,6,14,2,70,79.16,79.16,88.428499242,97.471022129,2,WNBA 2022 Commissioner’s Cup
74,Road,New York,6/3/2022,1,74,70,16,14,21,23,,,200,23,63,11,34,17,18,7,27,34,15,16,10,12,5,74,75.92,75.92,97.471022129,88.428499242,1,WNBA 2022 Commissioner’s Cup
75,Home,Atlanta,6/5/2022,1,66,75,17,12,32,14,,,200,29,67,4,15,13,15,6,31,37,14,23,13,22,2,75,89.6,89.6,83.705357143,73.235685752,1,WNBA 2022 Commissioner’s Cup
66,Road,Indiana,6/5/2022,0,66,75,9,17,18,22,,,200,23,66,6,23,14,23,7,25,32,17,19,10,21,3,66,90.12,90.12,73.235685752,83.705357143,3+,WNBA 2022 Commissioner’s Cup
91,Home,Chicago,6/5/2022,1,82,91,24,12,31,24,,,200,36,65,9,20,10,14,5,27,32,29,13,11,16,1,91,82.16,82.16,110.759493671,100.440960314,1,WNBA 2022 Commissioner’s Cup
82,Road,Washington,6/5/2022,0,82,91,18,16,22,26,,,200,34,75,8,23,6,6,11,24,35,22,14,9,15,1,82,81.64,81.64,100.440960314,110.759493671,1,WNBA 2022 Commissioner’s Cup
84,Home,Las Vegas,6/5/2022,1,78,84,18,22,20,24,,,200,30,71,7,28,17,21,5,30,35,19,19,8,10,4,84,85.24,85.24,98.545283904,94.936708861,2,WNBA 2022 Commissioner’s Cup
78,Road,Dallas,6/5/2022,0,78,84,16,22,19,21,,,200,27,78,11,42,13,14,19,31,50,18,23,2,17,2,78,82.16,82.16,94.936708861,98.545283904,1,WNBA 2022 Commissioner’s Cup
77,Home,New York,6/5/2022,0,84,77,12,25,18,22,,,200,32,71,4,30,9,13,8,26,34,17,17,9,11,4,77,79.72,79.72,96.588058204,105.263157895,1,WNBA 2022 Regular Season
84,Road,Minnesota,6/5/2022,1,84,77,14,32,25,13,,,200,31,63,7,13,15,20,7,29,36,15,18,4,15,3,84,79.8,79.8,105.263157895,96.588058204,3+,WNBA 2022 Regular Season
81,Home,Phoenix,6/5/2022,1,74,81,21,22,15,23,,,200,27,59,9,24,18,20,4,20,24,17,19,8,16,4,81,79.8,79.8,101.503759398,94.823167606,1,WNBA 2022 Commissioner’s Cup
74,Road,Los Angeles,6/5/2022,0,74,81,18,22,19,15,,,200,29,59,5,16,11,16,5,23,28,19,18,5,17,5,74,78.04,78.04,94.823167606,101.503759398,3+,WNBA 2022 Commissioner’s Cup
86,Home,Seattle,6/5/2022,0,93,86,26,17,24,19,,,200,34,70,9,26,9,13,7,19,26,29,21,7,14,4,86,82.72,82.72,103.965183752,117.424242424,1,WNBA 2022 Regular Season
93,Road,Connecticut,6/5/2022,1,93,86,20,22,19,32,,,200,32,58,6,16,23,30,6,30,36,28,19,11,14,2,93,79.2,79.2,117.424242424,103.965183752,3IN4,WNBA 2022 Regular Season
88,Home,New York,6/7/2022,1,69,88,28,17,29,14,,,200,32,69,12,33,12,15,9,26,35,21,14,5,13,5,88,79.6,79.6,110.552763819,89.101239669,1,WNBA 2022 Regular Season
69,Road,Minnesota,6/7/2022,0,69,88,19,18,11,21,,,200,22,67,3,22,22,26,13,23,36,17,20,11,12,1,69,77.44,77.44,89.101239669,110.552763819,1,WNBA 2022 Regular Season
72,Home,Seattle,6/7/2022,1,60,72,20,14,26,12,,,200,25,61,8,27,14,15,6,25,31,18,13,7,19,9,72,80.6,80.6,89.330024814,74.331020813,1,WNBA 2022 Regular Season
60,Road,Atlanta,6/7/2022,0,60,72,15,18,14,13,,,200,25,69,2,19,8,13,9,28,37,15,19,12,15,2,60,80.72,80.72,74.331020813,89.330024814,1,WNBA 2022 Regular Season
88,Home,Connecticut,6/8/2022,1,69,88,22,26,17,23,,,200,31,66,5,17,21,27,11,30,41,19,16,9,16,5,88,82.88,82.88,106.177606178,81.986692015,2,WNBA 2022 Regular Season
69,Road,Indiana,6/8/2022,0,69,88,19,18,16,16,,,200,27,72,3,21,12,14,9,20,29,20,22,8,15,2,69,84.16,84.16,81.986692015,106.177606178,2,WNBA 2022 Regular Season
84,Home,Washington,6/8/2022,1,82,84,27,18,24,15,,,200,32,68,3,16,17,20,13,21,34,19,16,7,13,3,84,76.8,76.8,109.375,102.705410822,2,WNBA 2022 Regular Season
82,Road,Chicago,6/8/2022,0,82,84,23,17,17,25,,,200,33,72,6,21,10,11,10,21,31,20,17,8,13,5,82,79.84,79.84,102.705410822,109.375,2,WNBA 2022 Regular Season
79,Home,Connecticut,6/10/2022,0,83,79,16,28,18,17,,,200,35,76,4,12,5,9,9,26,35,20,17,4,10,1,79,80.96,80.96,97.579051383,108.525104603,1,WNBA 2022 Commissioner’s Cup
83,Road,Chicago,6/10/2022,1,83,79,17,28,14,24,,,200,31,61,6,14,15,17,4,25,29,25,17,8,12,4,83,76.48,76.48,108.525104603,97.579051383,1,WNBA 2022 Commissioner’s Cup
88,Home,Dallas,6/10/2022,0,89,88,22,19,18,29,,,200,30,68,7,17,21,22,5,21,26,20,17,9,14,2,88,86.68,86.68,101.52284264,108.908467939,3+,WNBA 2022 Commissioner’s Cup
89,Road,Seattle,6/10/2022,1,89,88,24,18,24,23,,,200,37,67,7,17,8,13,8,26,34,28,18,7,17,2,89,81.72,81.72,108.908467939,101.52284264,2,WNBA 2022 Commissioner’s Cup
83,Home,Indiana,6/10/2022,0,97,83,22,21,20,20,,,200,31,75,4,14,17,21,10,19,29,19,13,5,5,0,83,79.24,79.24,104.745078243,126.764244642,1,WNBA 2022 Commissioner’s Cup
97,Road,New York,6/10/2022,1,97,83,18,20,34,25,,,200,38,65,13,28,8,8,4,29,33,31,14,2,12,2,97,76.52,76.52,126.764244642,104.745078243,2,WNBA 2022 Commissioner’s Cup
59,Home,Minnesota,6/10/2022,0,76,59,15,13,17,14,,,200,19,58,6,21,15,22,4,28,32,15,13,2,17,1,59,80.68,80.68,73.128408528,104.166666667,2,WNBA 2022 Regular Season
76,Road,Washington,6/10/2022,1,76,59,22,17,15,22,,,200,30,69,10,30,6,9,9,30,39,18,20,6,9,1,76,72.96,72.96,104.166666667,73.128408528,1,WNBA 2022 Regular Season
90,Home,Phoenix,6/10/2022,1,88,90,18,20,23,29,,,200,28,67,10,31,24,28,7,31,38,19,14,1,9,6,90,81.32,81.32,110.673880964,108.695652174,3+,WNBA 2022 Regular Season
88,Road,Atlanta,6/10/2022,0,88,90,10,26,20,32,,,200,35,79,10,24,8,9,6,30,36,16,19,6,4,4,88,80.96,80.96,108.695652174,110.673880964,2,WNBA 2022 Regular Season
72,Home,Los Angeles,6/11/2022,0,89,72,18,17,19,18,,,200,26,71,7,22,13,14,5,25,30,18,20,7,13,8,72,85.16,85.16,84.546735557,100.587703436,3+,WNBA 2022 Commissioner’s Cup
89,Road,Las Vegas,6/11/2022,1,89,72,25,27,26,11,,,200,33,68,7,24,16,17,6,35,41,19,13,11,19,7,89,88.48,88.48,100.587703436,84.546735557,3+,WNBA 2022 Commissioner’s Cup
79,Home,Dallas,6/12/2022,0,84,79,19,19,23,18,,,200,31,69,6,17,11,13,14,25,39,18,17,7,19,4,79,79.72,79.72,99.096838936,112.119594234,1,WNBA 2022 Regular Season
84,Road,Seattle,6/12/2022,1,84,79,18,21,27,18,,,200,29,62,10,23,16,18,5,18,23,23,13,12,10,6,84,74.92,74.92,112.119594234,99.096838936,1,WNBA 2022 Regular Season
80,Home,Minnesota,6/12/2022,0,84,80,23,13,29,15,,,200,32,71,5,21,11,16,9,27,36,23,13,6,10,1,80,79.04,79.04,101.214574899,107.307102708,1,WNBA 2022 Regular Season
84,Road,Indiana,6/12/2022,1,84,80,22,21,19,22,,,200,33,70,10,23,8,12,8,22,30,25,18,5,11,9,84,78.28,78.28,107.307102708,101.214574899,1,WNBA 2022 Regular Season
86,Home,New York,6/12/2022,0,88,86,24,21,20,21,,,200,32,66,11,23,11,12,2,24,26,22,18,4,14,6,86,83.28,83.28,103.266090298,107.108081792,1,WNBA 2022 Commissioner’s Cup
88,Road,Chicago,6/12/2022,1,88,86,18,26,15,29,,,200,35,76,6,18,12,14,12,29,41,28,18,4,12,6,88,82.16,82.16,107.108081792,103.266090298,1,WNBA 2022 Commissioner’s Cup
90,Home,Washington,6/12/2022,0,99,90,16,23,22,24,5,,225,30,75,8,29,22,34,14,28,42,23,19,8,18,1,90,93.96,83.52,95.785440613,109.707446809,1,WNBA 2022 Regular Season
99,Road,Phoenix,6/12/2022,1,99,90,23,15,22,25,14,,225,36,70,10,32,17,21,4,26,30,21,28,10,15,3,99,90.24,80.213333333,109.707446809,95.785440613,1,WNBA 2022 Regular Season
79,Home,Minnesota,6/14/2022,0,81,79,24,22,15,18,,,200,35,68,6,19,3,3,6,27,33,27,15,5,15,1,79,78.32,78.32,100.868232891,105.744125326,1,WNBA 2022 Commissioner’s Cup
81,Road,Seattle,6/14/2022,1,81,79,19,20,20,22,,,200,28,73,12,27,13,15,15,20,35,24,14,5,12,2,81,76.6,76.6,105.744125326,100.868232891,1,WNBA 2022 Commissioner’s Cup
83,Home,Washington,6/14/2022,1,65,83,21,23,21,18,,,200,30,71,11,28,12,13,4,32,36,23,14,7,9,4,83,81.72,81.72,101.566324033,80.207305035,1,WNBA 2022 Regular Season
65,Road,Phoenix,6/14/2022,0,65,83,19,15,17,14,,,200,24,62,10,26,7,16,4,31,35,21,17,7,16,6,65,81.04,81.04,80.207305035,101.566324033,1,WNBA 2022 Regular Season
105,Home,Connecticut,6/15/2022,1,92,105,31,27,25,22,,,200,40,77,14,26,11,15,7,26,33,30,17,8,11,4,105,87.6,87.6,119.863013699,106.927010693,3+,WNBA 2022 Commissioner’s Cup
92,Road,Atlanta,6/15/2022,0,92,105,22,19,15,36,,,200,35,76,12,29,10,16,13,24,37,18,19,9,16,5,92,86.04,86.04,106.927010693,119.863013699,3+,WNBA 2022 Commissioner’s Cup
84,Home,Dallas,6/15/2022,0,92,84,23,21,16,24,,,200,29,73,10,29,16,19,11,29,40,20,20,2,11,3,84,81.36,81.36,103.244837758,109.367570138,2,WNBA 2022 Commissioner’s Cup
92,Road,Las Vegas,6/15/2022,1,92,84,14,21,31,26,,,200,35,71,6,22,16,23,4,29,33,17,12,5,7,6,92,84.12,84.12,109.367570138,103.244837758,3+,WNBA 2022 Commissioner’s Cup
80,Home,Indiana,6/15/2022,0,93,80,11,25,25,19,,,200,29,78,6,21,16,18,16,23,39,19,19,7,13,4,80,82.92,82.92,96.478533526,113.525390625,2,WNBA 2022 Regular Season
93,Road,Phoenix,6/15/2022,1,93,80,20,33,21,19,,,200,34,67,8,26,17,18,5,28,33,24,20,6,12,9,93,81.92,81.92,113.525390625,96.478533526,3IN4-B2B,WNBA 2022 Regular Season
77,Home,New York,6/16/2022,1,65,77,20,20,16,21,,,200,31,69,6,31,9,13,5,33,38,21,14,9,10,3,77,79.72,79.72,96.588058204,82.112177868,3+,WNBA 2022 Commissioner’s Cup
65,Road,Washington,6/16/2022,0,65,77,24,11,11,19,,,200,24,65,8,29,9,14,5,32,37,14,14,6,13,4,65,79.16,79.16,82.112177868,96.588058204,1,WNBA 2022 Commissioner’s Cup
106,Home,Chicago,6/17/2022,1,100,106,25,31,23,12,15,,225,35,75,14,25,22,25,11,36,47,24,22,9,15,7,106,90,80,117.777777778,102.838338132,3+,WNBA 2022 Commissioner’s Cup
100,Road,Atlanta,6/17/2022,0,100,106,26,16,31,18,9,,225,39,87,8,22,14,21,14,25,39,23,18,9,15,9,100,97.24,86.435555556,102.838338132,117.777777778,1,WNBA 2022 Commissioner’s Cup
82,Home,Connecticut,6/17/2022,1,71,82,23,19,14,26,,,200,36,69,5,20,5,8,6,34,40,25,14,8,14,5,82,80.52,80.52,101.838052658,91.589267286,1,WNBA 2022 Regular Season
71,Road,Seattle,6/17/2022,0,71,82,21,11,26,13,,,200,28,66,11,22,4,8,4,22,26,22,13,6,12,2,71,77.52,77.52,91.589267286,101.838052658,2,WNBA 2022 Regular Season
93,Home,Dallas,6/17/2022,1,88,93,19,34,21,19,,,200,33,68,12,25,15,19,9,22,31,18,20,4,12,6,93,79.36,79.36,117.1875,107.737512243,1,WNBA 2022 Commissioner’s Cup
88,Road,Phoenix,6/17/2022,0,88,93,16,23,26,23,,,200,31,65,8,22,18,22,5,19,24,22,23,6,12,4,88,81.68,81.68,107.737512243,117.1875,3IN4,WNBA 2022 Commissioner’s Cup
